NU_IDENTIFICADOR;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
23129097932;231290; Masculino; Superior Completo; Pedagoga(o); Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;09/08/2023; Atividades de gestão (administrativo); ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ;2;9;8;2;2;0;1;0;3;1;0;15;19;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Superior Completo; Pedagoga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 11 a 20 horas semanais;04/10/2023; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Fundamental Incompleto; Sem formação profissional; Servidor Temporário; Outros; De 31 a 40 horas semanais;22/09/2022; ; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Médio Completo; Profissional de educação física; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;21/09/2022; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;03/06/2019; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Superior Completo; Advogada(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;20/10/2021; Serviço Especializado para Pessoas em Situação de Rua; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/10/2023; Serviço de Abordagem Social; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;12/03/2020; Serviço de Abordagem Social; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;21/07/2022; Serviço Especializado para Pessoas em Situação de Rua; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;9;8;2;2;0;1;0;3;1;0;15;19; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Especialização; Outra(o) profissional de nível superior; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;04/12/2019; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;16/08/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;9;8;2;2;0;1;0;3;1;0;15;19; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;01/06/2018; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/10/2023; Serviço de Abordagem Social; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Outros; De 31 a 40 horas semanais;18/11/2022; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;01/11/2019; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Médio Completo; Profissional de nível médio; Empregado Público Celetista (CLT); Serviços Gerais; De 31 a 40 horas semanais;04/07/2022; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ; ; ; ; ; ;Empregado Público (CLT); ; ;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Médio Incompleto; Sem formação profissional; Terceirizado; Outros; De 31 a 40 horas semanais;10/01/2018; ; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 31 a 40 horas semanais;01/04/2023; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
23129097932;231290; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;06/12/2019; Outros; ;2312908;Ceará;Região Nordeste;Sobral;2122,897;CE;203023;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;9;8;2;2;0;1;0;3;1;0;15;19; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;1;3;3; ;10; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;12/11/2021; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;24/03/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;06/04/2021; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Fundamental Incompleto; Sem formação profissional; Comissionado; Outros; De 31 a 40 horas semanais;20/01/2021; ; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Comissionado;Nível fundamental; ; ; ; ; ; ; ; ; ;Comissionado; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;11/03/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Mestrado; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;28/12/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Superior Completo; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;09/01/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;30/09/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;08/10/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 11 a 20 horas semanais;07/02/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;11/02/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;05/05/2022; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;09/07/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 11 a 20 horas semanais;07/02/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Estatutário;Técnico(a) de Nível Médio; De 31 a 40 horas semanais;30/11/2021; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Superior Completo; Pedagoga(o); Comissionado; Coordenador(a); De 31 a 40 horas semanais;04/01/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ;Comissionado; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Comissionado; Apoio Administrativo; De 31 a 40 horas semanais;04/01/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Incompleto; Sem formação profissional; Terceirizado; Outros; De 41 a 44 horas semanais;18/02/2020; ; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Feminino; Médio Completo; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;07/01/2020; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Outros; De 41 a 44 horas semanais;20/03/2023; Serviço Especializado para Pessoas em Situação de Rua; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ; ;18; ; ; ; ; ; ; ; 
24032597564;240325; Masculino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;14/10/2020; ; ;2403251;Rio Grande do Norte;Região Nordeste;Parnamirim;123,471;RN;252716;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;12;6;1;2;0;0;1;7;0;3;11;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; 
24081096532;240810; Feminino; Especialização; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;23/06/2017; Serviço Especializado para Pessoas em Situação de Rua; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);2408102;Rio Grande do Norte;Região Nordeste;Natal;167,264;RN;751300;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;7;13;2;4;0;2;3;15;0;2;6;23; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;1; ;1; ;1;15; ; ;4; ;1; ;8;6
24081096532;240810; Feminino; Fundamental Incompleto; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;29/02/2016; ; ;2408102;Rio Grande do Norte;Região Nordeste;Natal;167,264;RN;751300;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;7;13;2;4;0;2;3;15;0;2;6;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15; ; ;4; ;1; ;8;6
