IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
25;2506003313041; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;5; ;3; ; ;2; ; ;1;7;8;Not Selected
25;2506003313041; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;5; ;3; ; ;2; ; ;1;7;8;Not Selected
25;2506003313041; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Motorista; De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;5; ;3; ; ;2; ; ;1;7;8;Not Selected
25;2506003313041; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;3;5; ;3; ; ;2; ; ;1;7;8;Not Selected
250640;2506403312135; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2021;2506400;Paraíba;Região Nordeste;Gurinhém;13872;5795;8077;Pequeno I;346,067;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
250640;2506403312135; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2022;2506400;Paraíba;Região Nordeste;Gurinhém;13872;5795;8077;Pequeno I;346,067;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2;Selected
250750;2507503306186; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;01/09/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Superior Completo; Assistente Social; Sem Vínculo; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2009;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Superior Completo; Psicóloga(o); Sem Vínculo; Coordenador(a); De 31 a 40 horas semanais;17/11/2011;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Especialização; Assistente Social; Sem Vínculo; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/06/2006;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;02/05/2018;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Superior Completo; Psicóloga(o); Sem Vínculo; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/06/2017;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Médio Incompleto; Sem formação profissional; Outro vínculo não permanente; Motorista; De 31 a 40 horas semanais;01/02/2020;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Serviços Gerais; De 31 a 40 horas semanais;01/07/2019;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;01/09/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Masculino; Fundamental Incompleto; Sem formação profissional; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;03/06/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;01/07/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;19/12/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Masculino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;01/04/2022;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
250750;2507503306186; Masculino; Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Outros; De 31 a 40 horas semanais;02/03/2021;2507507;Paraíba;Região Nordeste;João Pessoa;723515;720785;2730;Grande;211,475;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;5;6; ;4; ; ;2; ; ; ;14;14;Selected
25;2507503313035; Feminino; Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Serviços Gerais; De 31 a 40 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313035; Feminino; Superior Completo; Outra formação de nível superior; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313035; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313035; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313035; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313035; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais;01/01/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4; ;2; ; ;1; ; ; ;6;6;Not Selected
25;2507503313587; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Feminino; Superior Completo; Outra formação de nível superior; Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Feminino; Superior Completo; Outra formação de nível superior; Outro vínculo não permanente; Serviços Gerais; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Masculino; Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Serviços Gerais; De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Motorista; De 31 a 40 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
25;2507503313587; Masculino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/02/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5; ;3; ; ; ; ; ; ;8;8;Not Selected
250790;2507903311907; Feminino; Superior Completo; Pedagoga(o); Comissionada(o); Coordenador(a); De 21 a 30 horas semanais;05/01/2020;2507903;Paraíba;Região Nordeste;Juripiranga;10237;9586;651;Pequeno I;78,557;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ;Comissionado; ; ; ;1;1; ; ; ; ; ; ;1; ;1;Selected
25;2510803313589; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais;02/05/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;2; ; ;1; ; ; ;5;5;Not Selected
25;2510803313589; Masculino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;02/05/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;2; ; ;1; ; ; ;5;5;Not Selected
25;2510803313589; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Motorista; De 31 a 40 horas semanais;02/05/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;2; ; ;1; ; ; ;5;5;Not Selected
25;2510803313589; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;02/05/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;2;3; ;2; ; ;1; ; ; ;5;5;Not Selected
25;2510803313589; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;01/03/2022; ;Paraíba;Região Nordeste; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;2; ; ;1; ; ; ;5;5;Not Selected
251080;2510803313755; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/11/2022;2510808;Paraíba;Região Nordeste;Patos;100674;97278;3396;Grande;473,056;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;1; ;1; ;2;Selected
251080;2510803313755; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Coordenador(a); De 21 a 30 horas semanais;30/09/2021;2510808;Paraíba;Região Nordeste;Patos;100674;97278;3396;Grande;473,056;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;2; ;1; ; ;1;1; ;1; ;2;Selected
260005;2600053313937; Masculino; Especialização; Assistente Social; Comissionada(o); Coordenador(a); De 21 a 30 horas semanais;08/03/2022;2600054;Pernambuco;Região Nordeste;Abreu e Lima;94429;86625;7804;Médio;126,193;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;1; ;1; ; ; ; ; ;1; ;1;Selected
260790;2607903311929; Feminino; Especialização; Assistente Social; Comissionada(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/09/2022;2607901;Pernambuco;Região Nordeste;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ;1;3; ;3; ; ;1;1; ;2;1;4;Selected
260790;2607903311929; Feminino; Superior Incompleto; Assistente Social; Outro vínculo não permanente; Estagiário(a); De 11 a 20 horas semanais;04/05/2021;2607901;Pernambuco;Região Nordeste;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;3; ; ;1;1; ;2;1;4;Selected
260790;2607903311929; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;20/02/2021;2607901;Pernambuco;Região Nordeste;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;3; ;3; ; ;1;1; ;2;1;4;Selected
